Date,INS_TE_KLM,OOS_TE_KLM
2004-07-31,0.0065432356359880674,
2004-08-31,0.0064647241830871,0.0074030448426085395
2004-09-30,0.006240183215316819,0.004616067635360879
2004-10-31,0.006849052763477824,0.0015159020826507452
2004-11-30,0.005124169612967315,0.0009524394046177727
2004-12-31,0.006404909306060658,0.0028262877754940408
2005-01-31,0.006965044818710465,0.006158904328729512
2005-02-28,0.005463027536989524,0.00426352711703107
2005-03-31,0.005737147988007966,0.010798697297095025
2005-04-30,0.004174642152158299,0.0031140569544946765
2005-05-31,0.004343336441736071,0.00031432844761510037
2005-06-30,0.004993851543421549,0.0009047041861401754
2005-07-31,0.0033373922899024686,0.002786992133052337
2005-08-31,0.003897456484134049,0.00011054551684346048
2005-09-30,0.0036410981312154467,0.003706190751506272
2005-10-31,0.003635609334214688,0.0001844859868148467
2005-11-30,0.003356046540365731,1.3535010437154896e-05
2005-12-31,0.003944526161015061,0.0005872733681215932
2006-01-31,0.004093122802626208,0.00014230940282481275
2006-02-28,0.004019567969649851,0.0002556052494988635
2006-03-31,0.004510246017840463,0.001456336736180796
2006-04-30,0.0039915774067549896,0.002274915178140012
2006-05-31,0.004055822004694053,0.004499438570127774
2006-06-30,0.003988789089208364,0.0004921039203392673
2006-07-31,0.003447524779725517,0.0029446023436553812
2006-08-31,0.0030806588734796528,0.0025446866193700526
2006-09-30,0.0031588255280738027,0.00231977124259909
2006-10-31,0.0034497330675340066,0.005838285504524187
2006-11-30,0.003135842173190221,0.0014947221085115717
2006-12-31,0.003174855145836757,0.0010120454860612204
2007-01-31,0.004022336202172995,0.0012837060491726025
2007-02-28,0.006414775616182934,0.006483385007019893
2007-03-31,0.007306932420729638,0.004397439797586443
2007-04-30,0.006558636441718473,0.0004808831892894371
2007-05-31,0.006059679918772411,0.004730493901812195
2007-06-30,0.005870308369799553,0.0052582947054512635
2007-07-31,0.0053300276378999084,0.0008357033857878989
2007-08-31,0.005910845864453579,0.006117732205417367
2007-09-30,0.00621451088365569,0.00647704578349977
2007-10-31,0.006110730147766371,0.008033749269186485
2007-11-30,0.006175521673262346,0.005326839262996139
2007-12-31,0.005597641615984405,0.010751596190241436
2008-01-31,0.0061606815797635665,0.0006203134039514339
2008-02-29,0.006090203780561269,0.012246371981730331
2008-03-31,0.005106634690624716,0.003078241129273242
2008-04-30,0.005281209144500851,0.009650088365022784
2008-05-31,0.005762968832734666,0.00034610542016942115
2008-06-30,0.005847561393924155,0.009099539376333681
2008-07-31,0.005672372406487936,0.003750959205183811
2008-08-31,0.005731994143807146,0.008038876028728483
2008-09-30,0.012670246474748783,0.03381109893802842
2008-10-31,0.013008208366254728,0.04431603391713525
2008-11-30,0.013625308221334492,0.032784550718661425
2008-12-31,0.017935124453034808,0.07838112103614948
2009-01-31,0.015866868113033047,0.036680640275021034
2009-02-28,0.018619670849771616,0.06629311741042179
2009-03-31,0.015277977976410513,0.03382053118603647
2009-04-30,0.015285134331593557,0.03014778597410104
2009-05-31,0.020967735076920423,0.03237610735519402
2009-06-30,0.022777144424827343,0.028309744003466815
2009-07-31,0.018089934425356058,0.006316787975919877
2009-08-31,0.01799722940448007,0.013054331670312634
2009-09-30,0.01996017514020524,0.01741656617834709
2009-10-31,0.019063673219471028,0.0003120440131510662
2009-11-30,0.011536942221825714,0.0022189211049992285
2009-12-31,0.011225824970254494,0.004730432705776473
2010-01-31,0.011948063129232335,0.004904218803980724
2010-02-28,0.011882698359814483,0.0015073356249668602
2010-03-31,0.013559394631051378,0.002417559865472441
2010-04-30,0.012419553378360901,0.002292638990154635
2010-05-31,0.012859141567102803,0.006160556379772638
2010-06-30,0.01299551494174954,0.005346636741085438
2010-07-31,0.013162395160362344,0.0054035823224360124
2010-08-31,0.013884310293918452,0.004081090739045775
2010-09-30,0.014431785795403964,0.0011255879826531602
2010-10-31,0.012215874736431917,0.003358172899607011
2010-11-30,0.01204131505728213,0.004622292661199491
2010-12-31,0.012500767275075455,0.0017986428955272787
2011-01-31,0.010092789319597081,0.007825849572857986
2011-02-28,0.011416808767458736,0.006033089211425922
2011-03-31,0.011294984975472955,0.004601938614370502
2011-04-30,0.011756086347627467,0.009440281800747376
2011-05-31,0.01082969260587369,0.004192551746196859
2011-06-30,0.010812607850260975,0.0072525559331179015
2011-07-31,0.00881734769588751,0.0035718451350259944
2011-08-31,0.008673770308143843,0.001137061003961919
2011-09-30,0.00819251600859073,0.005740686981937962
2011-10-31,0.009504101157418449,0.019568058419622142
2011-11-30,0.010465205381939785,0.012065752001666378
2011-12-31,0.01133195798173923,0.026725083280892684
2012-01-31,0.011549609356212322,0.007534866321998689
2012-02-29,0.01201101251437588,0.011622531855139423
2012-03-31,0.012421813730097073,0.007065836340154721
2012-04-30,0.012310995563468076,0.004267781295468622
2012-05-31,0.011158701899950716,0.0021734026208011957
2012-06-30,0.010590897397067256,0.0022158809702890743
2012-07-31,0.010943416561439575,0.01430250387262598
2012-08-31,0.010223989983186705,0.005889380945237418
2012-09-30,0.010701728997945852,0.009268656289016186
2012-10-31,0.009855420448612644,0.0030030042395668543
2012-11-30,0.009037533526548694,0.0036454599173962373
2012-12-31,0.008916737353609414,0.00032622206085501545
2013-01-31,0.009974470033074957,0.005567927190845128
2013-02-28,0.00975133879143274,0.00504392355963404
2013-03-31,0.009865442305266217,0.0006717403015239628
2013-04-30,0.010069424501535229,0.014032521733133758
2013-05-31,0.011438697953871294,0.013292027623392433
2013-06-30,0.01185824416532816,0.02132304810894948
2013-07-31,0.012913971990400981,0.00532499612708592
2013-08-31,0.012451164440115492,0.0008657675428811219
2013-09-30,0.012259259996901122,0.004449197321724512
2013-10-31,0.011992912760690077,0.009709489348672044
2013-11-30,0.009540660910206755,0.005738598552806069
2013-12-31,0.009045897092540195,0.00747379815712383
2014-01-31,0.009849168342032642,0.011665742398674631
2014-02-28,0.008709177868527746,7.553395809127908e-05
2014-03-31,0.008645828828553203,0.0038174823080509355
2014-04-30,0.008907076417990172,0.006702969530210028
2014-05-31,0.009256797667615804,0.006850837107521584
2014-06-30,0.009005203664868091,0.0018593571293688011
2014-07-31,0.008911501432415363,0.0015204779709770456
2014-08-31,0.008905962077125474,0.005654865134264008
2014-09-30,0.009583284889521263,0.008267867545103431
2014-10-31,0.009221718835639672,0.0038885554601925856
2014-11-30,0.007974651332630228,0.005780697792332571
2014-12-31,0.007823123665525629,0.004237050063814049
2015-01-31,0.010119549269758618,0.012008916489489898
2015-02-28,0.009482764517249106,0.008068226917239798
2015-03-31,0.00978376065293506,0.00040278554008990565
2015-04-30,0.010336243929254382,0.006153707967786559
2015-05-31,0.010584942237870739,0.010088219356104633
2015-06-30,0.009376078057739436,0.007713108397782432
2015-07-31,0.009967187253551472,0.00661860021616874
2015-08-31,0.009839658003548905,0.007053942661797553
2015-09-30,0.010176667121291614,0.0026326447275264436
2015-10-31,0.009848260513026662,0.006753589347357033
2015-11-30,0.008768931180824426,0.006015590849607028
2015-12-31,0.010058597944273408,0.00048766569131098586
2016-01-31,0.010311752634042678,0.008872106989616638
2016-02-29,0.010105370423965558,0.016013357007201794
2016-03-31,0.011171055168088544,0.026285504931008292
2016-04-30,0.012586554752981956,0.021878511347263905
2016-05-31,0.01233208858964793,0.004369825187758738
2016-06-30,0.013063607480460256,0.017870587060226182
2016-07-31,0.012149199732193711,0.002790565882487425
2016-08-31,0.012209787338076766,0.010716628699541157
2016-09-30,0.01199988388800368,0.002918411860190085
2016-10-31,0.01286720066968333,0.00664068571893308
2016-11-30,0.011812833780812267,0.018621780245829903
2016-12-31,0.012588499634641879,0.009702825148612548
2017-01-31,0.014068102731129867,0.006650891869516969
2017-02-28,0.01539795199831664,0.010278231072021839
2017-03-31,0.015160788079129036,0.0023471789107481038
2017-04-30,0.014980646207689243,0.007828727968076106
2017-05-31,0.013438610002742487,0.00602314363553394
2017-06-30,0.014083948510936702,0.010292482012920226
2017-07-31,0.01384208171928567,0.004101058653670943
2017-08-31,0.012188428219162054,0.0019888685050708016
2017-09-30,0.012720109532207442,0.0030213523532452925
2017-10-31,0.013174517306225453,0.0009087935204624407
2017-11-30,0.011558646463275493,0.006108711822958829
2017-12-31,0.011612957488669492,0.00621426299987895
2018-01-31,0.012055398292745479,0.004397168055651589
2018-02-28,0.011946766089459203,0.010176719614808878
2018-03-31,0.010747727052043769,0.005131550675692865
2018-04-30,0.010595256130623289,0.007259163258241904
2018-05-31,0.0101948057308416,0.0047610989437608065
2018-06-30,0.009508659227788254,0.0006872927407135113
2018-07-31,0.00966082404088625,0.008540551914548515
2018-08-31,0.010139040235284273,0.001479189943666837
2018-09-30,0.010806798822028686,0.0019953990031717477
2018-10-31,0.01080234019798266,0.012145667503255284
2018-11-30,0.010198517624778098,0.030452168676088937
2018-12-31,0.0102056665490972,0.004959544375002524
2019-01-31,0.010132284930898228,0.004912268896802369
2019-02-28,0.010227653303661507,0.0018218143286371626
2019-03-31,0.010988185284565017,0.009240309474466586
2019-04-30,0.009720778922050912,0.008823850837201913
2019-05-31,0.008979292140196517,0.007365372434177802
2019-06-30,0.012091350394859765,0.003576303637010253
2019-07-31,0.016411498701915134,0.008014972129521986
2019-08-31,0.015456253610740284,0.04109166175645449
2019-09-30,0.01626087682536897,0.014343441432681098
2019-10-31,0.01123642249202495,0.013343338517991285
2019-11-30,0.013792763722764315,0.009322864040354465
2019-12-31,0.016729277507055735,0.0033399996337120713
2020-01-31,0.014875301056431768,0.022407391235318257
2020-02-29,0.013742028890616405,0.007414615533796616
2020-03-31,0.02350518889512681,0.0516540284863338
2020-04-30,0.023851492805548265,0.04789483247790653
2020-05-31,0.02435334265848564,0.005007615395906129
2020-06-30,0.02426220598836207,0.016226745624372728
2020-07-31,0.024831399748681343,0.02309997165484337
2020-08-31,0.02398841360819018,0.00631691170250924
2020-09-30,0.02447548747498665,0.0015557306741439882
2020-10-31,0.026041387562143487,0.0036942280178595974
2020-11-30,0.022832839751758434,0.028460589432896193
2020-12-31,0.0226100349270197,0.009184294721813823
2021-01-31,0.022322392559316825,0.004025447133154255
2021-02-28,0.020470289469412907,0.016493305720800964
2021-03-31,0.01714773083754959,0.00899254354510589
2021-04-30,0.016535628593233927,0.01156714481180979
2021-05-31,0.01720911675576489,0.0030266970627971373
2021-06-30,0.017238453233189725,0.019793586182542566
2021-07-31,0.01884542919396514,0.007333488177621425
2021-08-31,0.019962637105322163,0.002124673774739242
2021-09-30,0.01901344881194849,0.006140383136630232
2021-10-31,0.01823475784065987,0.010041425934181595
2021-11-30,,6.36432264007631e-05
